Name,Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,RF,CF,q,Pow,Remark,Reference,,,
,m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,,,m3/s/m,%,,,,,
802-224,0.100,1.774,1.478,1.613,0.580,30,0,0.150,0.096,1.808,1.507,1.644,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.070,0.000,0.000,0.00,0.000,0.055,0.186,2,2,1.291E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-225,0.090,1.774,1.478,1.613,0.580,30,0,0.150,0.091,1.808,1.507,1.644,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.147,0.000,0.000,0.00,0.000,0.132,0.186,2,2,0.000E+00,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-226,0.089,1.774,1.478,1.613,0.580,30,0,0.100,0.074,1.808,1.507,1.644,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.077,0.000,0.000,0.00,0.000,0.062,0.186,3,2,1.757E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-227,0.089,1.774,1.478,1.613,0.580,30,0,0.100,0.074,1.808,1.507,1.644,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.113,0.000,0.000,0.00,0.000,0.098,0.186,3,2,5.000E-07,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-228,0.099,1.774,1.478,1.613,0.580,30,0,0.050,0.046,1.808,1.507,1.644,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.108,0.000,0.000,0.00,0.000,0.093,0.150,3,2,0.000E+00,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-229,0.136,2.400,2.000,2.182,0.580,30,0,0.225,0.136,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.065,0.000,0.000,0.00,0.000,0.050,0.186,2,2,2.579E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-230,0.140,2.400,2.000,2.182,0.580,30,0,0.225,0.139,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.126,0.186,2,2,3.940E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-231,0.131,2.400,2.000,2.182,0.580,30,0,0.225,0.133,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.211,0.000,0.000,0.00,0.000,0.196,0.186,2,2,3.500E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-232,0.129,2.400,2.000,2.182,0.580,30,0,0.150,0.111,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.070,0.000,0.000,0.00,0.000,0.055,0.186,3,2,1.121E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-233,0.136,2.400,2.000,2.182,0.580,30,0,0.150,0.113,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.147,0.000,0.000,0.00,0.000,0.132,0.186,3,2,6.650E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-234,0.133,2.400,2.000,2.182,0.580,30,0,0.150,0.112,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.222,0.000,0.000,0.00,0.000,0.207,0.186,3,2,3.200E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-235,0.136,2.400,2.000,2.182,0.580,30,0,0.100,0.087,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.077,0.000,0.000,0.00,0.000,0.062,0.186,3,2,2.725E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-236,0.145,2.400,2.000,2.182,0.580,30,0,0.100,0.087,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.113,0.000,0.000,0.00,0.000,0.098,0.186,3,2,6.010E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-237,0.154,2.400,2.000,2.182,0.580,30,0,0.100,0.088,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.152,0.000,0.000,0.00,0.000,0.137,0.186,3,2,8.400E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-238,0.132,2.400,2.000,2.182,0.580,30,0,0.050,0.052,2.445,2.038,2.223,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.108,0.000,0.000,0.00,0.000,0.093,0.150,4,2,3.050E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-239,0.133,2.400,2.000,2.182,0.580,30,0,0.050,0.052,2.445,2.038,2.223,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.146,0.000,0.000,0.00,0.000,0.131,0.150,4,2,1.230E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-240,0.132,2.400,2.000,2.182,0.580,30,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.145,0.000,0.000,0.00,0.000,0.130,0.150,4,2,0.000E+00,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-241,0.084,2.400,2.000,2.182,0.580,30,0,0.225,0.091,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.065,0.000,0.000,0.00,0.000,0.050,0.186,2,2,7.020E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-242,0.085,2.400,2.000,2.182,0.580,30,0,0.225,0.092,2.445,2.038,2.223,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.126,0.186,2,2,2.140E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-243,0.093,2.400,2.000,2.182,0.580,30,0,0.150,0.098,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.070,0.000,0.000,0.00,0.000,0.055,0.186,2,2,3.500E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-244,0.088,2.400,2.000,2.182,0.580,30,0,0.150,0.095,2.445,2.038,2.223,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.147,0.000,0.000,0.00,0.000,0.132,0.186,2,2,3.400E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-245,0.085,2.400,2.000,2.182,0.580,30,0,0.100,0.079,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.077,0.000,0.000,0.00,0.000,0.062,0.186,3,2,7.210E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-246,0.086,2.400,2.000,2.182,0.580,30,0,0.100,0.079,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.113,0.000,0.000,0.00,0.000,0.098,0.186,3,2,1.820E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-247,0.086,2.400,2.000,2.182,0.580,30,0,0.100,0.079,2.445,2.038,2.223,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,3,2,5.200E-07,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-248,0.096,2.400,2.000,2.182,0.580,30,0,0.050,0.051,2.445,2.038,2.223,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.108,0.000,0.000,0.00,0.000,0.093,0.150,4,2,1.800E-07,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-249,0.140,2.922,2.435,2.656,0.580,30,0,0.225,0.142,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.065,0.000,0.000,0.00,0.000,0.050,0.186,2,2,4.996E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-250,0.140,2.922,2.435,2.656,0.580,30,0,0.225,0.142,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.126,0.186,2,2,1.560E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-251,0.140,2.922,2.435,2.656,0.580,30,0,0.225,0.142,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.211,0.000,0.000,0.00,0.000,0.196,0.186,2,2,2.730E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-252,0.138,2.922,2.435,2.656,0.580,30,0,0.150,0.119,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.070,0.000,0.000,0.00,0.000,0.055,0.186,3,2,1.668E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-253,0.146,2.922,2.435,2.656,0.580,30,0,0.150,0.121,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.147,0.000,0.000,0.00,0.000,0.132,0.186,3,2,2.250E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-254,0.145,2.922,2.435,2.656,0.580,30,0,0.150,0.120,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.222,0.000,0.000,0.00,0.000,0.207,0.186,3,2,1.070E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-255,0.131,2.922,2.435,2.656,0.580,30,0,0.100,0.092,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.077,0.000,0.000,0.00,0.000,0.062,0.186,3,2,6.860E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-256,0.153,2.922,2.435,2.656,0.580,30,0,0.100,0.094,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.113,0.000,0.000,0.00,0.000,0.098,0.186,3,2,1.929E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-257,0.134,2.922,2.435,2.656,0.580,30,0,0.100,0.092,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.152,0.000,0.000,0.00,0.000,0.137,0.186,3,2,1.550E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-258,0.150,2.922,2.435,2.656,0.580,30,0,0.050,0.058,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.108,0.000,0.000,0.00,0.000,0.093,0.150,4,2,8.520E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-259,0.131,2.922,2.435,2.656,0.580,30,0,0.050,0.057,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.146,0.000,0.000,0.00,0.000,0.131,0.150,4,2,3.100E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-260,0.147,2.922,2.435,2.656,0.580,30,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.145,0.000,0.000,0.00,0.000,0.130,0.150,4,2,0.000E+00,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-261,0.062,2.922,2.435,2.656,0.580,30,0,0.225,0.068,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.065,0.000,0.000,0.00,0.000,0.050,0.186,2,2,6.610E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-262,0.063,2.922,2.435,2.656,0.580,30,0,0.225,0.069,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.141,0.000,0.000,0.00,0.000,0.126,0.186,2,2,5.700E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-263,0.074,2.922,2.435,2.656,0.580,30,0,0.150,0.086,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.070,0.000,0.000,0.00,0.000,0.055,0.186,2,2,2.820E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-264,0.072,2.922,2.435,2.656,0.580,30,0,0.150,0.084,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.147,0.000,0.000,0.00,0.000,0.132,0.186,2,2,5.500E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-265,0.066,2.922,2.435,2.656,0.580,30,0,0.100,0.075,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.077,0.000,0.000,0.00,0.000,0.062,0.186,3,2,4.650E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-266,0.073,2.922,2.435,2.656,0.580,30,0,0.100,0.079,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.113,0.000,0.000,0.00,0.000,0.098,0.186,3,2,1.780E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-267,0.069,2.922,2.435,2.656,0.580,30,0,0.100,0.077,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,3,2,2.800E-07,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-268,0.072,2.922,2.435,2.656,0.580,30,0,0.050,0.054,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.108,0.000,0.000,0.00,0.000,0.093,0.150,4,2,0.000E+00,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-269,0.126,1.774,1.478,1.613,0.580,10,0,0.225,0.133,1.808,1.507,1.644,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,1.288E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-270,0.146,1.774,1.478,1.613,0.580,10,0,0.225,0.148,1.808,1.507,1.644,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.146,0.000,0.000,0.00,0.000,0.131,0.186,3,2,9.630E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-271,0.152,1.774,1.478,1.613,0.580,10,0,0.225,0.152,1.808,1.507,1.644,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.221,0.000,0.000,0.00,0.000,0.206,0.186,3,2,7.000E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-272,0.155,1.774,1.478,1.613,0.580,10,0,0.150,0.135,1.808,1.507,1.644,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,1.221E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-273,0.156,1.774,1.478,1.613,0.580,10,0,0.150,0.135,1.808,1.507,1.644,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,3,2,9.300E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-274,0.156,1.774,1.478,1.613,0.580,10,0,0.150,0.135,1.808,1.507,1.644,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.226,0.000,0.000,0.00,0.000,0.211,0.186,3,2,8.700E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-275,0.156,1.774,1.478,1.613,0.580,10,0,0.100,0.111,1.808,1.507,1.644,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.072,0.000,0.000,0.00,0.000,0.057,0.186,4,2,1.385E-03,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-276,0.154,1.774,1.478,1.613,0.580,10,0,0.100,0.111,1.808,1.507,1.644,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,4,2,1.022E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-277,0.161,1.774,1.478,1.613,0.580,10,0,0.100,0.112,1.808,1.507,1.644,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.184,0.000,0.000,0.00,0.000,0.169,0.186,4,2,3.010E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-278,0.168,1.774,1.478,1.613,0.580,10,0,0.050,0.084,1.808,1.507,1.644,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.110,0.000,0.000,0.00,0.000,0.095,0.150,4,2,3.710E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-279,0.168,1.774,1.478,1.613,0.580,10,0,0.050,0.084,1.808,1.507,1.644,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.150,4,2,1.044E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-280,0.164,1.774,1.478,1.613,0.580,10,0,0.050,0.083,1.808,1.507,1.644,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.185,0.000,0.000,0.00,0.000,0.170,0.150,4,2,3.130E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-281,0.171,1.774,1.478,1.613,0.580,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.143,0.000,0.000,0.00,0.000,0.128,0.150,4,2,2.940E-05,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-282,0.166,1.774,1.478,1.613,0.580,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.178,0.000,0.000,0.00,0.000,0.163,0.150,4,2,9.300E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-283,0.088,1.774,1.478,1.613,0.580,10,0,0.225,0.096,1.808,1.507,1.644,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,3,2,1.020E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-284,0.099,1.774,1.478,1.613,0.580,10,0,0.225,0.107,1.808,1.507,1.644,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,3,2,0.000E+00,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-285,0.084,1.774,1.478,1.613,0.580,10,0,0.150,0.095,1.808,1.507,1.644,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.074,0.000,0.000,0.00,0.000,0.059,0.186,3,2,1.019E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-286,0.092,1.774,1.478,1.613,0.580,10,0,0.150,0.102,1.808,1.507,1.644,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,3,2,3.600E-07,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-287,0.095,1.774,1.478,1.613,0.580,10,0,0.100,0.095,1.808,1.507,1.644,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.072,0.000,0.000,0.00,0.000,0.057,0.186,3,2,1.598E-04,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-288,0.087,1.774,1.478,1.613,0.580,10,0,0.100,0.091,1.808,1.507,1.644,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,3,2,7.900E-07,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
802-289,0.095,1.774,1.478,1.613,0.580,10,0,0.050,0.075,1.808,1.507,1.644,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.150,4,2,2.900E-06,,,"Goda Y., Kishira Y. Kamiyama Y., 1975. Laboratory investigation on the overtopping rate of seawalls by irregular waves, Report of Port and Harbour Research Institute, Vol. 14, No.4, 1975",,,
